"date","avg","min","max"
19651015,11.3,7.8,14.2
19651016,8.5,3.9,13.8
19651017,7.5,2.5,13
19651018,7.3,0.3,12.7
19651019,7.6,3.8,12.8
19651020,7.7,3.5,14.2
19651021,7.2,3.1,13.7
19651022,6,1.4,12.4
19651023,5.7,0.9,12.8
19651024,6.9,1.9,16.3
19651025,5,0.1,12.5
19651026,8.8,2.1,15.9
19651027,11.7,5.8,15.5
19651028,14.6,10.9,18.7
19651029,10.2,5.7,13.7
19651030,8.5,4.9,11.5
19651031,8.5,6.5,11.7
19651101,11.8,8.1,14.8
19651102,7,3.1,9.6
19651103,3.5,0.2,9.2
19651104,3.7,-0.9,9.5
19651105,2.7,-1.7,8.6
19651106,2.6,-4.1,9.4
19651107,8.9,0.2,16.7
19651108,10.2,2,15.2
19651109,6.8,1.1,14.7
19651110,5.8,4,7.4
19651111,6.1,0.7,7.7
19651112,1.1,-2.5,4.8
19651113,-2.8,-5.5,0.6
19651114,-3.9,-7.7,0
19651115,-4.4,-8.8,-0.4
19651116,-3.8,-8.6,0.4
19651117,-1.7,-6.3,1.8
19651118,0.6,-1.8,2.7
19651119,-2.3,-4.3,0.5
19651120,-3.2,-4.3,-1.8
19651121,-1.7,-3.7,0.6
19651122,-4.4,-8.5,-1.3
19651123,-3.7,-7.7,0.9
19651124,2.1,-0.7,4.3
19651125,2.5,-1.5,5.8
19651126,2.6,0.4,5.6
19651127,1.7,-0.8,4.5
19651128,2.2,0.2,5.4
19651129,3.2,-0.4,8.6
19651130,2.8,-0.2,5.3
19651201,3.4,1.2,5.7
19651202,2.8,0.4,5.8
19651203,4.8,3.7,6.3
19651204,4.2,2.2,5.6
19651205,5.6,2.8,12.4
19651206,5.2,4,6.3
19651207,3.7,1.3,5.5
19651208,2.1,0.2,4.6
19651209,5.5,1.4,8.9
19651210,4.6,1.6,6.9
19651211,2.3,0.9,5.2
19651212,3.2,1.5,4.7
19651213,3.9,3,5.2
19651214,5.2,3.7,6.6
19651215,3.6,0.7,6
19651216,2.6,-1.2,6.4
19651217,6.7,5.1,11.4
19651218,11.8,10.6,12.7
19651219,8.9,2.7,12.9
19651220,3,1.5,4.7
19651221,3.7,1.8,6.2
19651222,3.3,0.9,5.2
19651223,2.8,0.7,4.9
19651224,4.4,-0.1,6.5
19651225,4.4,0.8,7.2
19651226,1.6,-0.9,4.9
19651227,-1.2,-4.1,1.3
19651228,0.1,-2.8,1.9
19651229,0,-1.7,1.8
19651230,2.1,-2.8,4.7
19651231,5,2,6.8
19660101,8.3,5.8,11
19660102,6.3,4.5,7.9
19660103,3.2,-0.6,6.3
19660104,-0.7,-4.7,2.6
19660105,-2.3,-6.1,1.1
19660106,-2.2,-4.4,0.7
19660107,-0.7,-3.4,3.9
19660108,-3,-5.7,1
19660109,-2.7,-6.5,0.6
19660110,-3.7,-7.3,-0.7
19660111,-5.1,-7.9,-3.4
19660112,-3.1,-5.3,-1
19660113,-4,-7.2,-2.2
19660114,-6.7,-11,-3.5
19660115,-5.3,-8.1,-3.6
19660116,-6.7,-7.9,-4.5
19660117,-7.2,-9.2,-5.3
19660118,-7.4,-9.7,-5.2
19660119,-4.6,-7.2,-0.4
19660120,-4.4,-6.9,-1.7
19660121,-0.2,-4,2.6
19660122,1.6,-0.6,3.9
19660123,0,-0.7,0.9
19660124,0.8,-0.6,3
19660125,-0.3,-3.1,1.1
19660126,1.2,-1,3.6
19660127,5.8,3.1,7.7
19660128,6.1,3.7,8.5
19660129,8.5,5.2,11.1
19660130,10,8.4,11.3
19660131,9,6.2,10.6
19660201,7.3,4.6,9.7
19660202,8.1,6.2,10.2
19660203,5.9,3.3,8.8
19660204,6.7,4.4,9.3
19660205,10.1,5.8,13.3
19660206,8.9,6.6,11.9
19660207,5.3,-0.2,8
19660208,4.9,-0.7,11.3
19660209,-4.5,-6.1,0.8
19660210,-4.3,-6.1,-2.9
19660211,-4.3,-5.6,-2.9
19660212,-4.1,-5.4,-1.9
19660213,-3.2,-4.9,-1.4
19660214,-2.5,-4,-0.9
19660215,-0.8,-2.9,2.3
19660216,-2.4,-5.8,0.7
19660217,-5.8,-9.6,-2.3
19660218,-5.5,-12.4,-1.7
19660219,2.9,-2.7,6.5
19660220,8.6,4.9,12.4
19660221,9.9,7.5,14.2
19660222,9.9,6.1,14.4
19660223,6.9,3,9.8
19660224,7.9,4.9,10.9
19660225,10.3,8.5,12.8
19660226,10.1,7.3,13.2
19660227,9.4,5.7,13.4
19660228,7.1,4,10.2
19660301,6.4,1.7,9.2
19660302,6.6,0,11.6
19660303,6.9,4.3,9.1
19660304,6.2,2.4,10.6
19660305,3.8,-0.8,7
19660306,5.6,-0.2,11.6
19660307,6.8,4.9,9
19660308,5.9,3.9,8.9
19660309,6.3,3.4,10.9
19660310,6.8,3.7,9.3
19660311,4.8,0.4,7.9
19660312,2.8,0.7,5.5
19660313,1,-3.3,3.7
19660314,1.2,-4.7,6.2
19660315,4.7,1.1,8.7
19660316,4.5,-0.9,7.6
19660317,7,5,8.9
19660318,5.5,3.7,7.2
19660319,3.8,-2.3,7.9
19660320,3.2,-4.6,10.3
19660321,3.9,-1.2,9.3
19660322,4.6,-0.3,9.7
19660323,5.6,3.6,8.2
19660324,2.8,-1.1,7.7
19660325,0.8,-1.4,4.7
19660326,1.9,-1.7,5.1
19660327,6.2,2.9,9.2
19660328,4,0.7,6.8
19660329,2,-0.9,6.6
19660330,3,-1.1,6.3
19660331,6.7,4.7,9.6
19660401,8.8,5.6,12.1
19660402,10.1,6.1,15.1
19660403,9.7,6.2,15.1
19660404,6.7,4.7,9.2
19660405,7.2,4.1,11.2
19660406,9.7,5.9,13.1
19660407,11.6,6,17.5
19660408,11.1,9,14.3
19660409,12.6,7.8,18.3
19660410,11.2,7.3,14.4
19660411,9.9,3.3,17.4
19660412,3.6,1.4,6
19660413,1.3,-0.5,2.5
19660414,1,-1.1,3.7
19660415,0.8,-1.3,2.8
19660416,4.2,1.2,7.4
19660417,3.4,1.6,5.5
19660418,6.3,1.7,12.1
19660419,11.4,9.3,14.3
19660420,7.3,2.8,11.7
19660421,5.1,2.2,9.1
19660422,8.9,0.5,14
19660423,12.4,10.8,14.3
19660424,12.8,9.8,15.7
19660425,11.6,4.7,17.9
19660426,12,1.6,19.5
19660427,15.7,9.7,22.3
19660428,11.9,3.4,17.2
19660429,9.4,1.1,16.9
19660430,13.6,2.6,20.9
19660501,17.7,9.1,25.5
19660502,19.9,11.1,27.5
19660503,18,11.3,24.8
19660504,13.4,9.4,18
19660505,11.7,9.7,14.3
19660506,11.1,6.6,15.7
19660507,9.4,3.2,15.4
19660508,9.2,5.5,14.5
19660509,11.7,5.1,17.1
19660510,11,7.4,15.9
19660511,11.3,7.8,15.9
19660512,16.3,9.3,22.6
19660513,18,11,25.5
19660514,15,7.4,21.1
19660515,14.8,6.1,21.7
19660516,17.4,10.7,23.2
19660517,20.4,14.1,28.2
19660518,15,11.2,20
19660519,13.3,9.3,18
19660520,11.7,8.2,15.2
19660521,13.2,7,18.4
19660522,16.6,8.7,26.6
19660523,11.8,8.3,15.7
19660524,11.9,5.4,16.8
19660525,11.2,8.6,13.9
19660526,11.5,9,15.2
19660527,10.8,6.4,16.3
19660528,11,4.5,16.8
19660529,10.2,2.6,16.2
19660530,10.9,3.1,17.7
19660531,11.8,8.2,17
19660601,10.9,7.7,16.8
19660602,11.5,7.1,15.1
19660603,13.1,4.2,20.7
19660604,18.6,9.8,26.1
19660605,19.7,14.2,26.1
19660606,17,11.7,22.3
19660607,16.5,11.1,20.8
19660608,19.2,12.5,25.1
19660609,21.4,13.9,28.1
19660610,23.5,15.9,30.9
19660611,23.4,17.8,30
19660612,19.5,15.6,27.2
19660613,19.6,15.1,24.4
19660614,19,13.9,24.7
19660615,20.1,13.6,27.3
19660616,23.1,15.9,29.9
19660617,21.4,15.4,30.1
19660618,17.5,12.3,23.3
19660619,14.4,10.5,19.9
19660620,15.1,10.8,19.7
19660621,15.3,12.5,20.1
19660622,17.4,11.5,22.6
19660623,17.1,12.2,22.1
19660624,15,11.3,19.1
19660625,13.2,11.2,15.1
19660626,15.5,10.2,20.1
19660627,14.3,10,16.4
19660628,12.4,11,13.8
19660629,14.3,11.6,18.2
19660630,13.6,6.8,19.3
19660701,14.8,5.6,21.7
19660702,18.1,7.1,24.6
19660703,19.2,10.6,24.2
19660704,17.9,14.6,22.3
19660705,17.6,12.9,21.8
19660706,14.6,9.8,19.1
19660707,12.1,8.5,17
19660708,13.9,7.6,18.5
19660709,17.6,13.3,22.2
19660710,17.3,14.1,21.7
19660711,13.8,8.6,16.6
19660712,15.2,7.7,20.2
19660713,16.9,13.5,20.4
19660714,13.7,8.4,17.9
19660715,12.8,8.5,17.3
19660716,12.4,9.8,15.2
19660717,12.4,8.1,17.2
19660718,14.3,8.1,18.5
19660719,18.9,13.8,27.1
19660720,16.4,14.1,18.3
19660721,17.4,14.8,20.7
19660722,18.3,13.8,23.1
19660723,17.4,12.9,23.1
19660724,19.1,13.1,24.9
19660725,15,10,18.7
19660726,14.6,9.8,18.5
19660727,14.6,10,18.6
19660728,13.7,7.9,18.3
19660729,14.1,10.9,18.1
19660730,13.2,10.3,18.3
19660731,13.8,11.1,18.2
19660801,13.8,10.3,17.5
19660802,14.7,10.7,20.1
19660803,16.5,11.2,21.6
19660804,16.4,11.5,20.1
19660805,14.4,10.9,18.3
19660806,14.4,10.3,18.6
19660807,15.2,12,18
19660808,14.5,8.8,19.1
19660809,14.5,8.7,20.4
19660810,18.5,14.5,22.4
19660811,19,15.6,21.9
19660812,22.5,16.2,29.1
19660813,22.3,13.4,30.8
19660814,15.2,8.5,20.3
19660815,12.2,7.4,17.1
19660816,12.7,3.7,19.5
19660817,14.5,3.6,21.6
19660818,18.1,11.3,24.7
19660819,19.5,13,26.1
19660820,19.4,12.8,26.4
19660821,17.8,11.1,24.5
19660822,14.4,11.3,19.2
19660823,13,7.7,17.9
19660824,10.8,6.8,16.2
19660825,12.2,5,17.5
19660826,13.6,8.8,17.3
19660827,15.2,12.8,19
19660828,15.7,11.2,19.9
19660829,17.1,11.1,24
19660830,16.1,11.2,20.4
19660831,15.2,11.2,19.3
19660901,16,12.7,19.8
19660902,16.6,14.1,20.1
19660903,15.6,12.2,19.6
19660904,15.7,11.3,20.6
19660905,16.2,13.5,20.1
19660906,16.2,12.8,22.4
19660907,15.5,11,20.8
19660908,12.9,6.1,17.8
19660909,11.2,5.9,18.3
19660910,13.6,3.4,22.1
19660911,17.1,11.6,23.1
19660912,20,12.7,27.7
19660913,14.6,10.5,18.3
19660914,14.5,10.8,17.5
19660915,13.3,9.5,17.3
19660916,11,6.8,15.2
19660917,11.1,6.6,15.9
19660918,10.4,4.8,16.6
19660919,9.8,2.1,17.6
19660920,11.6,3.5,20.6
19660921,13.3,3.9,22.6
19660922,12.4,6.5,18.9
19660923,10.4,3.5,15.5
19660924,12.5,9.8,14.5
19660925,12.5,10.7,15.3
19660926,12.1,9.8,16.1
19660927,12,9.8,15
19660928,10.8,6.6,13.7
19660929,10.4,5.2,16.9
19660930,14,5.9,19
19661001,16.6,13.2,21
19661002,15.1,11.8,19.2
19661003,18.1,14.1,22.5
19661004,19,16.6,22.7
19661005,11.8,9.9,16.4
19661006,14.8,10.5,19.6
19661007,15.3,8.9,21.2
19661008,15.4,10.9,21.3
19661009,12.3,9.7,14.2
19661010,12.1,10.5,14.4
19661011,12.3,6.2,16.8
19661012,9.5,4.3,13.4
19661013,12.1,10,15.8
19661014,12.9,10.3,17.2
19661015,14.7,10.1,19.7
19661016,13.9,11.5,17.1
19661017,12.5,8.9,17.7
19661018,12.1,8.1,15.4
19661019,13.6,10.8,16.7
19661020,11.6,9.7,14.3
19661021,10.7,7.7,12.6
19661022,10.8,8.5,13.1
19661023,10.9,7.3,15.1
19661024,7.9,4.9,10.5
19661025,7.6,3.2,11.6
19661026,5.3,-1.4,11.8
19661027,5,-0.6,9.6
19661028,4.5,-0.2,9.1
19661029,1.8,-2.2,7.4
19661030,2.4,-3.2,6.8
19661031,1.1,-4.5,8.9
19661101,0.1,-3.9,6.1
19661102,-1.7,-4.2,1
19661103,-1.1,-4.7,2
19661104,0.1,-1,1.3
19661105,3,-1.2,9.2
19661106,11.7,6.4,18.8
19661107,11.2,6.8,17.8
19661108,9.4,4.4,13.2
19661109,9,6.8,11.7
19661110,5.6,1.2,9.3
19661111,1.8,-0.7,3.9
19661112,1.5,-0.9,4.2
19661113,1.6,-1.1,3.9
19661114,2.5,1,4.3
19661115,5.5,1.9,9.1
19661116,4.9,2.3,6.6
19661117,4.7,3.2,7.1
19661118,4.3,3,5.6
19661119,3.7,1.9,5
19661120,3.5,2.5,4.7
19661121,4,1.7,6.7
19661122,2.9,1.6,4.5
19661123,2.7,0.6,5.6
19661124,-1,-3.3,1.2
19661125,2.8,0.1,4.7
19661126,5.1,2.1,7.3
19661127,8.2,6.4,9.6
19661128,5.4,-0.3,8.6
19661129,1,-1,2.7
19661130,2.8,0.2,5.4
19661201,5.6,2.4,8.6
19661202,6,4.3,7.4
19661203,3.1,-0.3,5.7
19661204,3,0.1,7.1
19661205,2.4,-0.2,5.4
19661206,1.1,-1.1,3.1
19661207,1.7,0,2.9
19661208,2.7,1,5.5
19661209,3.3,1,5.3
19661210,3.2,1.3,4.7
19661211,2.7,0.8,4.9
19661212,4,1.9,8.1
19661213,4,2.5,6.5
19661214,2.8,-0.3,5.4
19661215,1.7,-1.2,3.6
19661216,2.6,-1.3,7.3
19661217,5.5,2.5,8.4
19661218,7.9,3.9,10
19661219,6.1,4,8.6
19661220,5.1,1.2,9.5
19661221,1.9,-0.2,4.1
19661222,3.9,0.4,6.6
19661223,5.8,3,8.3
19661224,2.2,-0.9,5.6
19661225,1.7,-1,5.2
19661226,0.7,-2.1,3.3
19661227,-0.5,-2.6,1.8
19661228,3.5,0.9,5.5
19661229,8.3,4.9,11.1
19661230,5.3,1.5,8.3
19661231,5.4,1.6,10.5
19670101,3.3,0.9,5.8
19670102,2.5,0.8,4
19670103,1.9,0,3.5
19670104,1.4,-0.2,3.5
19670105,-0.6,-3.3,0.8
19670106,-1.6,-6.1,0.8
19670107,-5.3,-7.9,-3.5
19670108,-4.2,-5.9,-1.9
19670109,-2.7,-5.7,-0.3
19670110,-2.7,-7.4,0.8
19670111,2.2,-0.3,5.3
19670112,2.6,0.1,4.9
19670113,5.1,2.5,7.1
19670114,6.3,4.5,7.7
19670115,4.4,3.2,5.3
19670116,3.5,2.5,4.5
19670117,2.2,-0.3,6.6
19670118,3,0,6
19670119,6.7,3.8,10.2
19670120,4.8,1.1,7.4
19670121,6.6,4,8.8
19670122,3.5,1,5.5
19670123,3.6,1.6,5.5
19670124,4.8,3,6.2
19670125,5.4,3,8.1
19670126,5.4,1.7,7.7
19670127,3.2,1.5,5.5
19670128,9.1,5.7,11
19670129,9,7.4,11
19670130,8.2,5.6,11.2
19670131,8.8,6.8,10.7
19670201,7.9,6.6,9.3
19670202,9.7,7.9,10.9
19670203,10.3,8.5,11.7
19670204,6,2.7,8.4
19670205,3.5,1.1,7
19670206,4,2.7,5.9
19670207,3.8,0.9,7.2
19670208,2.7,-0.5,5.8
19670209,0.9,-4.1,5.5
19670210,3.5,1.4,6
19670211,3.6,0.1,7.1
19670212,-0.2,-3.2,4
19670213,-1.1,-3.7,2.4
19670214,-1.6,-5.4,3.4
19670215,0.3,-4.5,6.6
19670216,1.9,-3.2,7.9
19670217,4.7,0.9,8.2
19670218,4.3,-0.5,10.5
19670219,7.3,3.7,10.5
19670220,6.1,4.2,9.5
19670221,6.9,4.1,12
19670222,6.2,2.7,9.1
19670223,7.6,4.1,12
19670224,5.4,1.7,10.1
19670225,5.9,0.4,10.1
19670226,9.2,6.7,12.3
19670227,7.8,6.1,9.3
19670228,7.7,4.9,9.9
19670301,6,2.2,9.5
19670302,6.1,3.6,8.1
19670303,7.4,4.7,10.1
19670304,6.8,2,10.4
19670305,5.6,2.1,9.5
19670306,6,2.2,10.5
19670307,8.2,3.5,13.2
19670308,11.3,8.4,14.7
19670309,12.3,8,15.5
19670310,8.7,6.5,10.7
19670311,6.3,2.3,9.4
19670312,5.2,2.7,9.4
19670313,4.1,0.6,8.2
19670314,4.8,0.8,7.9
19670315,7.1,2.5,11.9
19670316,4.7,0.5,9.1
19670317,4.9,-0.5,8.4
19670318,5.4,3.6,7.5
19670319,5.6,2.8,10
19670320,6.7,5,9.5
19670321,8.1,5.4,11.4
19670322,6.9,4.1,9.3
19670323,6,1.6,8.8
19670324,5.4,0.7,10.3
19670325,8.9,4.8,14.2
19670326,8.3,4.3,11.6
19670327,6.7,3.7,10
19670328,3.3,0.9,6.7
19670329,3.4,0.5,6.9
19670330,3.7,1.2,9.9
19670331,4.1,0.4,8.5
19670401,3.4,-0.4,8.1
19670402,4.4,-1.1,9.2
19670403,7.3,3,10.9
19670404,7.2,3.2,11.9
19670405,6.1,1.6,8.9
19670406,3.3,1.7,5.3
19670407,3.8,1.7,6.6
19670408,5.2,2.1,9.6
19670409,8.3,1.1,14.5
19670410,7.2,4.7,10.7
19670411,10.2,5.3,15.6
19670412,9.8,3.8,17.7
19670413,10.9,5.3,16.4
19670414,8,2.9,13.1
19670415,8.9,3.1,15.9
19670416,7.4,3.2,11.6
19670417,9.1,-0.2,16.5
19670418,5.9,0.7,9.3
19670419,6.9,0.9,10.7
19670420,8.8,5.9,13.3
19670421,4.7,0.1,7.6
19670422,3.5,-0.4,7.8
19670423,3.6,-1.4,7.2
19670424,4.6,-3.4,11.1
19670425,6.8,-0.6,12.1
19670426,8,0.3,14.3
19670427,9,2.4,15.6
19670428,9.1,0.9,15.2
19670429,9.4,2.6,15.2
19670430,10.3,1.1,17.7
19670501,7.6,2.9,10.9
19670502,5.2,1.4,10.4
19670503,4.8,0.6,9.5
19670504,9.5,0.1,16.1
19670505,13.4,6.1,20.3
19670506,10.8,7.7,14.3
19670507,10.8,6.7,17.3
19670508,11.7,6.1,17.1
19670509,13.3,4,19.1
19670510,16.3,5.4,24.2
19670511,20.3,11.4,27.9
19670512,18.5,13.3,25.1
19670513,16.3,12.5,20.4
19670514,19.4,12,25.6
19670515,16.1,11.4,20.3
19670516,14.1,8.6,19.9
19670517,12.2,6,19.3
19670518,8.5,2.4,12.5
19670519,9.9,2.7,14.5
19670520,12.7,9,16.8
19670521,12.5,6.9,17.6
19670522,14.3,9.2,21.3
19670523,12.2,8.1,15.3
19670524,11.7,6.8,15.1
19670525,10.5,8.3,15.5
19670526,11.7,8.5,16.7
19670527,14.9,5.1,21.5
19670528,20.1,13.1,29.1
19670529,14.1,9.3,19.4
19670530,12.6,7,18.3
19670531,10.9,9.3,12.1
19670601,13.6,10.5,16.5
19670602,14.8,10,20.5
19670603,14.7,9.3,21
19670604,16.1,10,22.1
19670605,14.1,8.6,18.5
19670606,17.2,10.1,22.5
19670607,14.5,8.4,20
19670608,11.2,4.4,16.4
19670609,9.5,2.1,14.8
19670610,10.6,5.7,14.4
19670611,11.4,7.5,16.4
19670612,12.5,7.2,18.3
19670613,12.7,5.5,18.7
19670614,13.3,9.7,17.3
19670615,12.8,6.9,17.6
19670616,16.2,10.2,22.6
19670617,14.1,8.1,20.1
19670618,12.6,7.8,18.1
19670619,15.2,7.8,21.7
19670620,15.4,9.2,21.1
19670621,14.8,10.3,19.1
19670622,17.2,10.2,21.3
19670623,18.1,13.5,22.7
19670624,16.9,11.8,21.1
19670625,20.1,11.8,26.7
19670626,17,12,21.9
19670627,13.9,11.5,15.7
19670628,15.6,11.3,20.7
19670629,16.4,11.9,20.7
19670630,16,7.9,21.1
19670701,17.8,8.4,24.3
19670702,20.2,13.1,27.1
19670703,15.1,9.3,20
19670704,13.7,6.9,19
19670705,15,7.6,19.9
19670706,17.2,7.9,23.4
19670707,19.4,12.9,25.7
19670708,16.4,10.3,20.9
19670709,14.3,9.6,19.8
19670710,15.8,8.5,22.7
19670711,19.1,8.9,26.8
19670712,19.7,13.6,25.7
19670713,21.9,14.3,29.2
19670714,21.5,17.7,25.9
19670715,17.1,12.5,19.4
19670716,15,9.9,20.6
19670717,17.4,8.3,24
19670718,22.4,13.5,29.7
19670719,20.8,14.3,27.1
19670720,17.3,10.1,22.9
19670721,16.7,8.2,23.5
19670722,16.3,12,20.6
19670723,17,12.5,22.7
19670724,17.6,12.1,24.2
19670725,18,12.7,23.8
19670726,18.9,13.1,24.3
19670727,20.5,15.1,26.6
19670728,20.1,13.7,26.1
19670729,18.4,15.3,22.8
19670730,19.4,14.1,22.7
19670731,21.8,16.5,26.5
19670801,22.1,15.9,29.7
19670802,20.5,15.9,26.9
19670803,17.5,11.7,22.2
19670804,14.6,9.8,21.5
19670805,13.5,7.1,18.7
19670806,14,5.7,21.2
19670807,16.7,8.9,23.8
19670808,19.6,11.3,26.5
19670809,18.8,15.7,22.8
19670810,18.2,12.5,23.6
19670811,15.8,11.6,21
19670812,14.7,12.1,17.5
19670813,14.3,11.6,17.6
19670814,14.2,10.6,19.1
19670815,16.5,14.1,19.4
19670816,16.5,13.1,19.7
19670817,15,11.8,18.7
19670818,15.8,11.4,20.9
19670819,15.1,8.6,20.4
19670820,13,4.7,19.7
19670821,14.6,6.7,18.7
19670822,15.8,12.1,19.2
19670823,17.1,10.9,24.4
19670824,17.8,12.6,23.5
19670825,18.7,11.5,25.9
19670826,17,10.2,22.4
19670827,14.8,8.3,21.1
19670828,16,7.9,22.4
19670829,17.4,12.7,23.4
19670830,15.4,11.5,19.8
19670831,15.4,11.9,18.8
19670901,14.7,13.7,15.9
19670902,16.6,13.8,19.1
19670903,15.9,12.1,19.3
19670904,13.8,10.8,18.6
19670905,13.4,10.5,17.5
19670906,12.7,9.2,18.1
19670907,11,4.6,18.4
19670908,10.7,4.2,17.8
19670909,10.4,3.9,17.1
19670910,10.6,3.9,18.8
19670911,11.5,3.7,18.2
19670912,12.4,5.7,18.3
19670913,14.5,11.3,16.9
19670914,15.8,14.1,19.1
19670915,15.2,10.3,18.9
19670916,14.9,10.1,19.7
19670917,14.5,11.3,18.7
19670918,13.8,8.9,19.4
19670919,12.7,9.4,16.8
19670920,11.4,8.5,15.9
19670921,10.8,8,13.1
19670922,12.1,8.3,15.4
19670923,13.2,9.9,18.3
19670924,15.6,9.9,20.2
19670925,18.6,15.6,22.4
19670926,21.2,17.1,26.4
19670927,16.4,12.1,21.7
19670928,16.1,9.4,22.9
19670929,17.7,12.1,22.6
19670930,16.1,11.5,19.1
19671001,13.7,10.7,18.3
19671002,12.3,8.5,16.8
19671003,11.9,7.7,15.8
19671004,11.2,8.5,15.1
19671005,10.2,8,13.7
19671006,11.9,7.4,15.7
19671007,14.6,12.8,16.4
19671008,13.9,10.8,16.5
19671009,15.5,11.3,17.5
19671010,14.4,13,15.5
19671011,14,9.8,17.4
19671012,15.7,12.2,20.1
19671013,12.3,7.5,16.2
19671014,11.5,7,15.2
19671015,12.6,9.4,15.6
19671016,12.2,8.7,17.2
19671017,12.7,5.7,18.5
19671018,6,3.1,10.9
19671019,8.4,2.9,12
19671020,13.7,9.8,17.9
19671021,16.4,13.1,20.6
19671022,12.4,6.8,16.7
19671023,8.3,1.3,15.2
19671024,9,5.3,13.3
19671025,10.8,6.9,14.4
19671026,12.6,9.5,15.6
19671027,10.8,7.8,13.6
19671028,10.1,7.8,12.7
19671029,7.3,5.1,9.5
19671030,6.7,4.3,9.8
19671031,6.9,5.2,7.9
19671101,7.4,5.6,9.7
19671102,9.1,6.7,12.2
19671103,8.2,5.5,10.7
19671104,9,5.7,12.5
19671105,7.5,5.9,9.4
19671106,7,4.9,8.4
19671107,4.8,0.6,9.2
19671108,2.8,-3,9.9
19671109,2.7,-4.1,8
19671110,5.5,1.9,10
19671111,6.9,3.1,11.8
19671112,6.7,1.8,10.6
19671113,4.9,0.5,10
19671114,6.2,2.3,9.7
19671115,7.3,3.6,9.4
19671116,4.7,0.7,8.3
19671117,2.2,-2.6,10
19671118,0.3,-5.7,6.7
19671119,4.5,2.2,7
19671120,1.5,-3.3,7.1
19671121,-2.1,-5.3,0.1
19671122,3.8,-0.6,6.6
19671123,4.8,3.9,5.9
19671124,3.6,-0.4,5.7
19671125,1.6,0.6,2.4
19671126,3.7,1.4,5.4
19671127,1.7,-1.1,4.8
19671128,4.6,-0.9,8.6
19671129,6.1,4.3,7.8
19671130,3.4,1.1,5.4
19671201,3.1,1.3,4.8
19671202,4.1,2.8,5.1
19671203,3.3,0.5,6.3
19671204,6.2,4.3,8.5
19671205,6.4,4.1,9.5
19671206,3.2,0.2,5.3
19671207,0.7,-0.5,2.2
19671208,0.3,-2,2.1
19671209,-1.3,-3.4,0.7
19671210,-2.6,-5.2,-0.9
19671211,-5.6,-7.3,-3.3
19671212,-1.6,-4.1,0.5
19671213,3.5,-0.4,6.3
19671214,6.5,4.8,8.2
19671215,5.6,4.5,7.2
19671216,4.2,0,6.9
19671217,1.2,-1.7,3.9
19671218,1.4,-0.3,4.1
19671219,-0.2,-4.1,3.5
19671220,-1.5,-5.2,2.6
19671221,-0.5,-2.6,2.4
19671222,5.9,1.7,9.9
19671223,10.6,8,12.8
19671224,7.7,6.2,9.2
19671225,5.8,4.2,7.1
19671226,4.1,-0.7,6.7
19671227,0.4,-4.5,4
19671228,4,1.8,6.6
19671229,2.3,-0.1,4.8
19671230,1,-2.5,3.5
19671231,0.7,-0.6,2.8
19680101,-0.3,-2.1,0.8
19680102,0.2,-1.3,2.1
19680103,0.4,-1.7,2.1
19680104,1.1,-0.6,2.6
19680105,-0.1,-1.4,1.5
19680106,-1.3,-2.6,0.8
19680107,-4.9,-10.9,-0.2
19680108,-5.3,-14.1,0.3
19680109,-10,-13.7,-7.2
19680110,-4.9,-12.9,1.2
19680111,-3.5,-13.6,1
19680112,-11.6,-19.9,-6.1
19680113,-12,-21,-5.7
19680114,3.3,-5.8,8.7
19680115,8.6,5.1,10.7
19680116,6.6,2.9,9
19680117,7.7,4.8,9.6
19680118,4.9,2.6,6.6
19680119,5.1,0.8,7
19680120,3.5,-0.9,7.3
19680121,-0.7,-3.3,4.3
19680122,0.9,-3.1,3.5
19680123,-0.3,-1.9,1.1
19680124,2.1,-0.3,3.6
19680125,4.5,1.4,6.5
19680126,3.5,1.7,5.6
19680127,5,2.3,6.3
19680128,4.1,-0.3,6.6
19680129,2.7,-0.3,5.2
19680130,5.5,4.1,6.9
19680131,6.5,4.8,8.3
19680201,2.9,1.7,5.2
19680202,3.2,-0.4,5.5
19680203,1.1,-0.3,2.6
19680204,1.1,-1.3,3.7
19680205,1.1,-0.5,4.6
19680206,3.5,0.1,6.9
19680207,3.7,0,7.6
19680208,5.2,2.3,8.3
19680209,2.5,-0.4,4.8
19680210,2.2,1,3.2
19680211,1.9,0.2,3.8
19680212,2.9,-0.1,6.5
19680213,5.4,2.8,8.2
19680214,2,0.1,4.3
19680215,1.5,-0.1,3
19680216,0.6,-2.7,3.7
19680217,-0.1,-3.8,2.4
19680218,1.7,-2.1,5.5
19680219,0.8,-3.1,4.7
19680220,1.7,-1.9,6.2
19680221,0.7,-1.2,3.8
19680222,-0.2,-1.2,0.9
19680223,-0.4,-1.3,0.4
19680224,-1.6,-4.2,-0.1
19680225,-3,-6,1.4
19680226,-2.4,-7.4,2.9
19680227,-0.1,-7.2,4.1
19680228,-0.3,-1.9,1.7
19680229,-0.7,-2.2,0.7
19680301,1.1,-1.6,6.4
19680302,1.3,-2.3,6.9
19680303,0.4,-3.8,6
19680304,3.1,-1.2,5.8
19680305,5.2,3.2,7.2
19680306,2.8,-0.3,6
19680307,3.4,1.4,6.4
19680308,3.3,-0.6,7.1
19680309,4.5,2.7,7
19680310,3.8,0.9,6.1
19680311,1.4,-2.8,5.1
